RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs_true,label_kmeans,label_hierarchical,label_dbscan,label_gmm
0.470582764,68,0,0.274082962,5833.0,8,0,1,0,1.0,0,0,0,2,0
0.42071494,33,0,0.170487948,1700.0,4,0,0,0,1.0,0,0,0,2,0
0.10497321,48,1,0.233943481,6227.0,8,0,2,0,2.0,0,0,0,-1,0
0.635484788,73,1,0.672546196,8333.0,13,3,4,0,0.0,1,1,1,-1,1
0.007733497,53,0,0.341788409,6228.0,21,0,1,0,0.0,0,0,0,0,0
0.001742807,66,0,1.0,5400.0,2,0,0,0,0.0,0,0,0,0,0
0.0291711,59,0,0.241582008,15650.0,16,0,2,0,2.0,0,0,0,-1,0
0.0,60,0,0.358372457,1916.0,2,0,1,0,0.0,0,0,0,0,0
0.047017648,61,0,0.206558688,5000.0,6,0,1,0,0.0,0,0,0,0,0
0.05262768,46,0,0.277203144,7250.0,7,0,1,0,1.0,0,0,0,2,0
0.142438114,50,0,0.451729028,9166.0,9,0,1,0,1.0,0,0,0,2,0
0.003009983,52,0,0.443911218,5000.0,14,0,2,0,2.0,0,0,0,3,0
0.9999999,24,0,38.0,5400.0,0,0,0,0,0.0,0,0,0,0,0
0.003155485,62,0,0.190949606,2916.0,4,0,0,0,1.0,0,0,0,2,0
0.026802624,72,0,0.176865046,3578.0,14,0,0,0,0.0,0,0,0,0,0
0.0,62,3,0.290491738,10106.0,17,0,2,0,0.0,0,0,0,-1,1
0.9999999,30,1,0.109424181,5400.0,4,3,0,2,0.0,1,1,1,-1,1
0.246240637,54,0,1.040989753,4000.0,10,0,1,0,1.0,0,0,0,2,0
0.126996152,46,0,0.019997059,6800.0,7,0,0,0,0.0,0,0,0,0,0
0.168677611,76,0,0.137035949,10208.0,7,0,2,0,0.0,0,0,0,0,0
0.9999999,55,0,23.0,5400.0,0,1,0,0,0.0,0,0,1,-1,1
0.052147898,53,0,0.324711748,6417.0,12,0,1,0,0.0,0,0,0,0,0
0.258369211,47,0,0.466095857,10160.0,19,0,1,0,2.0,0,0,0,3,0
0.724827577,62,0,3665.0,5400.0,21,0,1,0,0.0,0,0,0,-1,0
0.003820637,80,0,0.218446602,3501.0,12,0,1,0,0.0,0,0,0,0,0
0.14464738,36,0,0.112751884,6500.0,5,0,0,0,3.0,0,0,0,1,0
0.100908634,40,0,0.234127645,6000.0,7,0,0,0,0.0,0,0,0,0,0
0.192080792,33,0,0.016893894,3373.0,4,0,0,0,0.0,0,0,0,0,0
0.214919005,34,0,4529.0,5400.0,4,0,1,0,0.0,0,0,0,-1,0
0.465633175,60,1,3320.0,5400.0,11,0,1,0,0.0,0,0,0,-1,0
0.033457249,63,0,4979.040000000037,5400.0,12,0,3,0,0.0,0,0,0,-1,0
0.201813117,44,1,0.152587413,7149.0,7,0,0,0,2.0,0,0,0,-1,0
0.485311598,38,0,0.675802847,8500.0,12,0,4,0,0.0,0,0,0,-1,0
0.075304439,56,0,0.930613877,5000.0,15,0,4,0,1.0,0,0,0,-1,0
0.919981339,41,0,0.730926907,10000.0,15,0,3,0,0.0,0,0,0,-1,0
0.775953452,51,0,0.501081159,6936.0,12,0,2,0,1.0,0,0,0,2,0
1.048951049,30,0,0.021925978,5700.0,3,0,0,0,1.0,0,0,0,2,0
0.024726523,60,0,0.005160181,4650.0,3,0,0,0,0.0,0,0,0,0,0
0.033187993,58,0,901.0,5400.0,3,0,1,0,0.0,0,0,0,0,0
0.03324169,87,0,3.0,5400.0,3,0,0,0,0.0,0,0,0,0,0
0.031825394,45,0,0.01032989,3000.0,3,0,0,0,0.0,0,0,0,0,0
0.204291893,75,0,0.187008688,2416.0,6,0,0,0,0.0,0,0,0,0,0
0.453748528,53,0,2255.0,5400.0,8,0,3,0,1.0,0,0,0,-1,0
0.181713732,57,0,0.130453416,11666.0,17,0,1,0,1.0,0,0,0,2,0
0.9999999,30,0,0.005640303,7800.0,0,0,0,1,1.0,1,1,1,-1,1
0.445765502,31,0,0.493998153,5414.0,7,0,2,0,0.0,0,0,0,0,0
0.014264765,48,0,0.733315748,3790.0,5,0,1,0,0.0,0,0,0,0,0
1.0929557681400022,28,1,239.0,0.0,2,0,0,0,1.0,0,0,0,-1,0
0.352465551,36,1,0.657787377,8333.0,24,0,0,0,2.0,0,0,0,-1,0
0.016868832,87,0,0.009151414,1201.0,3,0,0,0,0.0,0,0,0,0,0
0.190183371,59,0,0.051549828,9000.0,6,0,0,0,0.0,0,0,0,0,0
0.258494337,32,0,0.007773852,1414.0,1,0,0,0,0.0,0,0,0,0,0
0.973965774,57,4,0.564327485,9233.0,15,0,1,1,0.0,1,1,1,-1,1
0.0,81,0,0.0,5400.0,3,0,0,0,0.0,0,0,0,0,0
0.850830246,49,0,0.529635098,4740.0,17,0,2,0,1.0,1,0,0,-1,0
0.050347483,86,0,0.302549966,2901.0,3,0,1,0,1.0,0,0,0,2,0
0.194382523,64,2,0.26576986,5500.0,7,0,1,1,0.0,0,1,1,-1,1
1.014663408,48,0,0.625675676,1479.0,4,0,0,0,0.0,0,0,0,0,0
0.102626107,60,0,199.0,5400.0,7,0,0,0,0.0,0,0,0,0,0
0.574183595,44,0,0.318739585,6600.0,6,0,1,0,2.0,0,0,0,3,0
0.005841295,46,1,0.247597078,2600.0,8,1,0,0,2.0,0,0,1,-1,1
0.0,63,0,0.202621054,11750.0,13,0,3,0,0.0,0,0,0,0,0
0.052617225,56,0,0.849670812,5467.0,7,0,2,0,0.0,0,0,0,0,0
0.089850094,50,0,0.489930996,7100.0,10,0,1,0,2.0,0,0,0,3,0
0.384972601,49,4,1.872606162,1200.0,17,0,1,0,1.0,0,0,0,-1,1
0.324502491,80,0,418.0,5400.0,11,0,0,0,0.0,0,0,0,0,0
0.936680738,41,0,496.0,5400.0,4,0,0,2,3.0,1,1,1,-1,1
0.022232873,72,0,0.24494825,2028.0,18,0,1,0,0.0,0,0,0,0,0
0.774714038,53,0,0.371553885,14363.0,12,0,2,0,1.0,0,0,0,-1,0
0.16279186,68,0,2262.0,5400.0,9,0,1,0,0.0,0,0,0,0,0
0.809291421,40,0,0.14236538,4066.0,6,0,0,0,3.0,0,0,0,-1,0
0.044669511,48,0,0.161992684,17222.0,5,0,1,0,1.0,0,0,0,-1,0
0.9999999,49,0,0.0,5400.0,0,0,0,0,0.0,0,0,0,0,0
0.014108335,87,0,1458.0,5400.0,9,0,1,0,0.0,0,0,0,0,0
0.0,35,0,0.55069678,2080.0,3,0,2,0,0.0,0,0,0,0,0
0.02138596,42,0,0.293254042,5380.0,11,0,1,0,1.0,0,0,0,2,0
0.889222156,29,0,0.042889391,3100.0,3,0,0,0,1.0,0,0,0,2,0
0.816618338,54,0,0.12171957,4000.0,4,0,0,0,2.0,0,0,0,3,0
0.911548782,32,0,0.683320523,1300.0,6,0,0,0,0.0,0,0,0,0,0
0.106795184,49,0,0.041146624,23000.0,11,0,1,0,3.0,0,0,0,-1,0
0.439156084,53,0,0.360451164,4166.0,5,0,1,0,0.0,0,0,0,0,0
0.0,52,0,2958.0,5400.0,8,0,2,0,0.0,0,0,0,0,0
0.008661524,75,0,16.0,5400.0,5,0,0,0,0.0,0,0,0,0,0
0.969650919,63,0,0.225041039,6700.0,6,0,0,0,0.0,0,0,0,0,0
0.58832798,65,0,0.342393687,2280.0,4,0,0,0,1.0,0,0,0,-1,0
0.9999999,32,0,0.0,1916.0,0,1,0,0,4.0,0,1,1,-1,1
0.000248432,54,1,0.196544276,8333.0,7,0,0,0,1.0,0,0,0,-1,0
0.9999999,71,4,0.278454577,2872.0,4,1,1,2,0.0,1,1,1,-1,1
0.0,80,0,2028.0,5400.0,3,0,1,0,0.0,0,0,0,0,0
0.135674573,49,0,0.639204545,3167.0,5,0,2,0,0.0,0,0,0,0,0
0.278036098,50,0,0.466284933,11700.0,9,0,2,0,0.0,0,0,0,0,0
0.9999999,38,0,0.276493256,2075.0,6,0,0,0,0.0,0,0,0,0,0
0.020675421,40,0,0.10023071,3900.0,4,0,0,0,2.0,0,0,0,3,0
0.460310794,40,0,0.302101576,2283.0,3,0,0,0,0.0,0,0,0,0,0
0.125239858,55,0,0.337732454,5000.0,13,0,1,0,0.0,0,0,0,0,0
0.375374984,34,0,0.318048207,1700.0,3,0,0,0,0.0,0,0,0,0,0
1.016598893,63,0,0.071896203,8400.0,3,1,0,0,0.0,0,0,1,-1,1
0.486510623,51,0,0.476803321,9634.0,20,0,2,0,0.0,0,0,0,-1,0
0.017487127,71,0,1552.0,5400.0,3,0,1,0,0.0,0,0,0,0,0
0.556493623,33,0,1211.0,5400.0,8,0,1,0,0.0,0,0,0,-1,0
0.026285762,51,0,0.614257162,1500.0,12,0,1,0,0.0,0,0,0,0,0
0.780468451,55,0,0.22891302,9116.0,15,0,0,0,0.0,0,0,0,0,0
0.11694686,80,2,0.22397365,8500.0,15,0,1,0,0.0,0,0,0,-1,0
0.284236153,45,1,0.318890815,7500.0,9,0,1,0,2.0,0,0,0,-1,0
0.123126515,62,0,0.419510514,2900.0,13,0,2,0,1.0,0,0,0,2,0
0.420971354,47,0,0.218872051,6400.0,5,0,1,0,2.0,0,0,0,3,0
0.612644579,55,0,0.263680832,6541.0,9,0,0,0,0.0,1,0,0,0,0
0.094639056,30,0,0.060248686,7800.0,5,0,0,0,1.0,0,0,0,2,0
0.011551807,50,0,0.16575936,9000.0,16,0,1,0,2.0,0,0,0,3,0
0.375744744,61,0,0.259580838,3339.0,13,0,2,0,0.0,0,0,0,0,0
0.184060497,55,1,0.664699757,2880.0,13,0,2,0,0.0,0,0,0,-1,0
0.005748274,35,0,0.446221511,2500.0,15,0,2,0,3.0,0,0,0,-1,0
0.531692584,31,1,0.518217251,5900.0,14,0,1,0,3.0,0,0,0,-1,0
0.135613696,63,0,0.12373663,10190.0,15,0,2,0,1.0,0,0,0,2,0
0.02311494,69,0,2076.0,5400.0,7,0,1,0,0.0,0,0,0,0,0
0.227917361,48,0,0.539642482,4754.0,5,0,2,0,3.0,0,0,0,1,0
0.804077898,33,0,0.195724179,6641.0,5,0,0,0,0.0,0,0,0,0,0
0.9999999,27,0,0.061155914,1487.0,1,0,0,0,0.0,0,0,0,0,0
0.074955088,57,0,776.0,5400.0,9,0,0,0,0.0,0,0,0,0,0
0.000837942,46,0,0.0,5400.0,4,0,0,0,0.0,0,0,0,0,0
3.82e-05,67,0,0.168978878,8000.0,7,0,1,0,1.0,0,0,0,2,0
0.0,62,1,0.175516224,2033.0,7,0,0,0,0.0,0,0,0,4,0
0.0412714,60,0,0.015687393,3505.0,7,0,0,0,0.0,0,0,0,0,0
0.021042868,67,0,0.283218889,8300.0,6,0,2,0,0.0,0,0,0,0,0
0.135154507,47,0,0.264947011,5000.0,9,0,2,0,0.0,0,0,0,0,0
0.087962758,44,0,4979.040000000037,5400.0,23,0,4,0,0.0,0,0,0,-1,0
0.9999999,35,0,199.0,5400.0,0,0,0,0,0.0,0,0,0,0,0
0.073499619,76,0,672.0,5400.0,7,0,1,0,0.0,0,0,0,0,0
0.191739119,57,4,0.589037123,6895.0,19,0,2,0,0.0,0,0,0,-1,1
0.051564948,86,0,1034.0,5400.0,9,0,1,0,0.0,0,0,0,0,0
0.06126588,48,0,1843.0,5400.0,7,0,1,0,0.0,0,0,0,0,0
0.0,60,0,0.78243826,2550.0,4,0,1,1,3.0,0,0,1,-1,1
0.926303657,62,1,0.45202487,5950.0,11,0,2,0,0.0,0,0,0,-1,0
0.148163071,63,0,1.079316077,4210.0,9,0,1,0,0.0,0,0,0,0,0
0.124712156,40,0,0.272690924,2500.0,4,0,0,0,0.0,0,0,0,0,0
0.43659537,50,1,0.054315572,7750.0,12,1,0,1,1.0,0,1,1,-1,1
0.884889209,62,1,0.382639504,4515.0,10,0,1,0,0.0,0,0,0,-1,0
0.002339534,31,0,0.338732901,8333.0,8,0,2,0,0.0,0,0,0,0,0
0.9999999,79,0,10.0,5400.0,2,0,0,0,0.0,1,0,0,0,0
1.088359223,55,2,0.285573123,7083.0,5,1,1,1,0.0,1,1,1,-1,1
0.031051464,46,1,0.821303304,5416.0,11,0,3,0,2.0,0,0,0,-1,0
0.018787544,62,0,0.152980877,8000.0,12,0,1,0,0.0,0,0,0,0,0
0.004084466,62,0,0.007328448,1500.0,6,0,0,0,0.0,0,0,0,0,0
0.0,49,0,0.249166694,23000.0,9,0,2,0,2.0,0,0,0,-1,0
0.94203972,41,0,2.093522802,3025.0,11,0,4,0,0.0,0,0,0,-1,0
0.030993801,84,0,0.000965484,4142.0,1,0,0,0,0.0,0,0,0,0,0
0.032186441,36,0,0.52283214,6284.0,10,0,1,0,0.0,0,0,0,0,0
0.691853794,44,0,966.0,5400.0,5,0,1,0,1.0,0,0,0,-1,0
0.045595285,74,0,0.197972252,3747.0,8,0,1,0,0.0,0,0,0,0,0
0.0,53,0,0.318981201,11542.0,7,0,2,0,0.0,0,0,0,0,0
0.0,24,0,0.0,450.0,1,0,0,0,0.0,0,0,0,0,0
1.0929557681400022,79,0,0.00430703,6500.0,3,0,0,0,0.0,0,0,0,0,0
0.544620958,52,0,0.380661741,6225.0,14,1,1,0,1.0,0,0,1,-1,1
0.088824,67,1,0.108284535,10416.0,7,0,1,0,0.0,0,0,0,-1,0
0.03480715,44,0,0.272069465,7600.0,9,0,2,0,3.0,0,0,0,1,0
0.0,78,0,728.0,5400.0,6,0,1,0,0.0,0,0,0,0,0
0.531394055,38,0,0.402728947,11945.0,10,0,2,0,0.0,0,0,0,-1,0
0.175409184,67,0,0.702510553,4500.0,22,0,2,0,0.0,0,0,0,0,0
0.005674198,63,0,0.255603351,4416.0,10,0,1,0,0.0,0,0,0,0,0
0.083797905,36,0,2168.0,5400.0,11,0,2,0,0.0,0,0,0,0,0
0.027999456,74,0,43.0,5400.0,2,0,0,0,0.0,0,0,0,0,0
0.698405644,35,0,0.373862696,4835.0,5,0,1,0,0.0,0,0,0,0,0
0.001582631,87,0,0.001998668,1500.0,15,0,0,1,0.0,0,0,1,-1,1
0.700670657,37,0,0.313614398,6000.0,12,0,0,0,0.0,1,0,0,0,0
0.570229656,74,0,2.330223259,3000.0,11,0,0,0,0.0,0,0,0,0,0
0.354464308,62,1,1.025324892,3000.0,18,0,2,0,1.0,0,0,0,-1,0
0.22736891,44,0,0.220522052,4443.0,7,0,0,0,2.0,0,0,0,3,0
0.644923668,56,1,0.302776225,5366.0,6,1,1,0,0.0,0,0,1,-1,1
0.595654075,53,1,0.322879738,11000.0,9,0,1,0,0.0,0,0,0,-1,0
0.087212767,48,1,0.007306287,5200.0,8,0,0,0,1.0,0,0,0,-1,0
0.9999999,25,0,0.100529101,1700.0,4,0,0,0,0.0,0,0,0,0,0
0.137175102,45,0,3416.0,5400.0,9,0,3,0,0.0,0,0,0,0,0
0.9999999,50,2,0.072349382,3800.0,4,1,0,2,3.0,0,1,1,-1,1
0.152794401,55,0,0.576550528,6916.0,23,0,2,0,0.0,0,0,0,0,0
0.062443873,52,0,0.396978778,16350.0,23,0,3,0,4.0,0,0,0,-1,0
0.034553636,30,0,0.241166381,2914.0,3,0,0,0,0.0,0,0,0,0,0
0.9999999,34,0,0.020038371,4690.0,0,0,0,0,1.0,0,0,0,2,0
0.248974611,51,0,0.283678601,8350.0,4,0,1,0,2.0,0,0,0,3,0
0.001698664,71,1,1.0,5400.0,8,0,0,0,0.0,0,0,0,4,0
0.17408562,50,0,0.366580867,4661.0,12,0,2,0,0.0,0,0,0,0,0
0.0,39,1,0.591139825,6500.0,7,0,2,0,2.0,0,0,0,-1,0
0.0262475,63,0,0.076597691,8746.0,8,0,1,0,1.0,0,0,0,2,0
0.036912621,62,0,0.17317691,7500.0,8,0,1,0,1.0,0,0,0,2,0
0.253317981,41,0,0.478531425,6427.0,6,0,2,0,4.0,0,0,0,6,0
0.479507032,54,0,0.847180748,5692.0,10,0,2,0,0.0,0,0,0,0,0
0.071804931,66,0,0.12125163,2300.0,7,0,0,0,1.0,0,0,0,2,0
0.161098326,61,1,4.24750499,500.0,5,0,2,0,0.0,0,0,0,4,0
0.0,71,0,0.0,2019.0,3,0,0,0,0.0,0,0,0,0,0
0.510970258,36,1,0.110245103,9750.0,6,3,0,0,0.0,1,1,1,-1,1
0.401260704,41,0,0.519115398,8500.0,12,0,3,0,1.0,0,0,0,-1,0
0.798403194,37,2,0.187355342,8208.0,4,1,0,1,2.0,1,1,1,-1,1
0.004090835,61,0,0.000832755,7204.0,5,0,0,0,1.0,0,0,0,2,0
0.855749645,46,0,0.336348532,5416.0,5,0,1,0,0.0,1,0,0,0,0
0.212442996,33,0,0.200724909,8000.0,14,0,0,0,2.0,0,0,0,3,0
0.2231509,57,0,0.359059814,5700.0,14,0,1,0,1.0,0,0,0,2,0
0.00254711,58,0,0.348060145,5386.0,9,0,1,0,1.0,0,0,0,2,0
0.0,87,0,0.0,5400.0,6,0,0,0,0.0,0,0,0,0,0
0.847235662,32,0,0.259532841,5008.0,5,0,0,0,4.0,0,0,0,-1,0
0.666083354,52,0,0.44077275,5900.0,6,0,1,0,0.0,0,0,0,0,0
0.9999999,47,0,0.137904067,3835.0,1,0,0,0,2.0,0,0,0,3,0
0.143154881,49,0,0.030443217,6700.0,3,0,0,0,0.0,0,0,0,0,0
0.149554866,46,0,1897.0,5400.0,21,0,2,0,2.0,0,0,0,-1,0
0.219901796,74,0,0.51996257,3205.0,13,0,1,0,0.0,0,0,0,0,0
0.083426677,64,0,0.037871034,2930.0,7,0,0,0,2.0,0,0,0,3,0
0.0,53,0,0.154903758,12000.0,6,0,1,0,1.0,0,0,0,2,0
0.270617633,58,0,0.176364156,10500.0,12,0,0,0,0.0,0,0,0,0,0
0.790902615,45,2,0.422043397,6958.0,10,0,1,0,4.0,0,0,0,-1,0
0.17279136,52,0,0.273903328,8502.0,6,0,1,0,1.0,0,0,0,2,0
0.0,63,0,14.0,5400.0,1,0,0,0,0.0,0,0,0,0,0
0.02886864,48,0,0.478383326,7100.0,6,1,2,1,2.0,0,1,1,-1,1
0.068841385,55,1,0.688253434,10700.0,19,1,2,0,0.0,0,0,1,-1,1
0.15865811,47,1,0.716778767,5500.0,9,0,2,0,3.0,0,0,0,-1,0
0.095732008,67,0,0.928267933,4000.0,10,0,2,0,0.0,0,0,0,0,0
0.241312697,48,0,0.345003287,6083.0,14,0,2,0,1.0,0,0,0,2,0
0.036215374,65,1,0.072579697,8500.0,11,0,0,0,0.0,0,0,0,4,0
0.0,71,0,0.267870467,6700.0,8,0,1,0,0.0,0,0,0,0,0
0.117810046,52,1,0.428302049,11666.0,19,0,3,0,3.0,0,0,0,-1,0
0.965406919,55,0,882.0,5400.0,3,0,0,0,0.0,0,0,0,0,0
0.269058449,80,0,2989.0,5400.0,10,0,2,0,0.0,0,0,0,-1,0
0.325568107,73,0,0.133236152,6859.0,8,0,1,0,0.0,0,0,0,0,0
0.106931199,38,1,0.286785536,6000.0,10,0,0,0,0.0,0,0,0,-1,0
0.345073048,72,0,0.092810621,7983.0,6,0,0,0,0.0,0,0,0,0,0
0.901238304,50,0,0.282762692,6775.0,6,0,0,0,1.0,0,0,0,-1,0
0.075553584,57,1,0.363174093,7472.0,14,0,1,0,1.0,0,0,0,-1,0
1.017618214,38,0,0.542518468,5820.0,9,0,1,0,0.0,1,0,0,0,0
0.275506414,59,0,0.542850206,4118.0,9,0,1,0,0.0,0,0,0,0,0
0.114815229,49,0,0.501506672,9291.0,20,0,2,0,0.0,0,0,0,0,0
0.368988799,51,0,1.152569486,5000.0,10,0,3,0,0.0,0,0,0,0,0
0.214410878,33,0,0.242126312,6000.0,6,0,1,0,2.0,0,0,0,3,0
0.033738421,38,1,0.008517888,4108.0,12,0,0,0,0.0,0,0,0,-1,0
0.0,48,1,8.0,5400.0,5,0,0,0,0.0,0,0,0,4,0
0.007740597,31,0,0.092984503,6000.0,6,0,0,0,2.0,0,0,0,3,0
0.911823132,67,0,4979.040000000037,5400.0,24,0,1,0,0.0,0,0,0,-1,0
0.913773615,55,2,0.881655429,4300.0,17,0,2,0,1.0,1,0,0,-1,0
0.120865523,50,0,1719.0,5400.0,4,0,1,0,0.0,0,0,0,0,0
0.027176919,65,0,0.15607672,11000.0,6,0,1,0,0.0,0,0,0,0,0
0.547230456,48,0,0.520895821,5000.0,7,0,2,0,2.0,0,0,0,3,0
0.275074238,75,0,0.370338248,2305.0,9,0,2,0,0.0,0,0,0,0,0
0.316676597,61,0,0.631121076,11149.0,24,0,4,0,1.0,0,0,0,-1,0
0.783538479,61,0,0.167791439,10816.0,11,0,0,0,0.0,0,0,0,0,0
0.116194662,52,0,0.46345754,6252.0,6,0,3,0,3.0,0,0,0,1,0
0.646340757,53,0,3307.0,5400.0,12,0,0,0,0.0,0,0,0,-1,0
0.9999999,66,0,30.0,5400.0,3,0,0,0,0.0,0,0,0,0,0
0.9999999,39,0,0.578333905,8750.0,3,0,2,0,0.0,0,0,0,-1,0
0.097156114,41,0,0.194480552,10000.0,4,0,1,0,0.0,0,0,0,0,0
0.086938217,43,1,1.129623459,3000.0,5,0,2,0,2.0,0,0,0,-1,0
0.039797347,58,0,0.213937411,16200.0,9,0,1,1,0.0,0,0,1,-1,1
0.017092526,70,0,0.009998667,7500.0,5,0,0,0,0.0,0,0,0,0,0
0.0,30,0,0.0,1417.0,1,0,0,0,1.0,1,0,0,2,0
0.390971132,49,0,0.6234994,6663.0,6,0,1,0,0.0,0,0,0,0,0
0.078167598,71,0,4840.0,5400.0,11,0,2,0,0.0,0,0,0,-1,0
0.072462827,65,0,0.404397069,1500.0,16,0,2,0,0.0,0,0,0,0,0
0.490329202,32,0,0.131642288,5400.0,5,0,0,0,0.0,0,0,0,0,0
0.496134289,54,0,3650.0,5400.0,11,0,1,0,0.0,0,0,0,-1,0
0.9999999,45,0,0.0,4000.0,3,0,0,0,4.0,0,0,0,-1,0
0.78962805,34,1,0.862112112,3995.0,10,0,1,0,2.0,0,0,0,-1,0
0.019587083,54,0,0.022622172,8000.0,7,0,0,0,0.0,0,0,0,0,0
1.0929557681400022,27,0,0.066266781,3500.0,2,1,0,0,0.0,0,0,1,5,1
0.269328468,45,0,1177.0,5400.0,9,0,1,0,2.0,0,0,0,-1,0
0.0,82,0,0.0,5400.0,5,0,0,0,0.0,0,0,0,0,0
0.9999999,46,1,1592.0,5400.0,2,2,2,0,0.0,1,1,1,-1,1
0.790003933,61,1,3446.0,5400.0,11,0,2,0,0.0,0,0,0,-1,0
0.513588587,45,0,2758.0,5400.0,8,0,3,0,0.0,0,0,0,-1,0
0.341610022,51,0,184.0,5400.0,11,0,0,0,0.0,0,0,0,0,0
0.641076414,41,0,0.769400718,7241.0,12,0,1,0,4.0,0,0,0,-1,0
0.013578471,77,0,0.000830126,13250.0,2,0,0,0,0.0,0,0,0,0,0
0.9999999,82,0,1.0,5400.0,4,0,0,0,0.0,0,0,0,0,0
0.279083777,31,0,0.538692262,3333.0,18,0,0,0,0.0,0,0,0,0,0
0.115244997,76,0,4979.040000000037,5400.0,13,0,4,0,0.0,0,0,0,-1,0
0.198570448,50,0,0.437981362,23000.0,13,0,2,0,4.0,0,0,0,-1,0
0.046535789,64,0,0.165734981,12700.0,10,0,2,0,0.0,0,0,0,0,0
0.197156083,71,0,0.819556996,1850.0,11,0,2,0,0.0,0,0,0,0,0
0.574775792,41,0,1436.0,0.0,11,0,0,0,0.0,0,0,0,-1,0
0.674461737,74,0,1.072815534,1647.0,8,0,1,0,0.0,0,0,0,0,0
0.291387915,43,1,0.322119816,4339.0,6,0,1,0,2.0,0,0,0,-1,0
0.230743219,68,0,0.021921391,13000.0,3,0,0,0,0.0,0,0,0,0,0
0.015967748,84,0,225.0,5400.0,3,0,0,0,0.0,0,0,0,0,0
0.05492322,64,0,0.221422256,7916.0,7,0,2,0,1.0,0,0,0,2,0
0.952552372,38,0,0.578725455,8300.0,6,0,2,0,2.0,0,0,0,-1,0
0.0,64,0,0.0,5400.0,2,0,0,0,0.0,0,0,0,0,0
0.070792358,32,0,0.074708047,6250.0,8,0,0,0,1.0,0,0,0,2,0
0.153024866,43,0,0.594681064,5000.0,9,0,1,0,1.0,0,0,0,2,0
0.1105933,64,0,2270.0,5400.0,9,0,2,0,0.0,0,0,0,0,0
0.829268293,28,0,0.186750428,1750.0,3,0,0,0,0.0,0,0,0,0,0
0.0,68,0,0.0,5400.0,3,0,0,0,0.0,0,0,0,0,0
0.003382633,48,0,0.34674543,8971.0,12,0,1,0,1.0,0,0,0,2,0
0.140420678,47,0,0.389372338,5400.0,11,0,3,0,1.0,0,0,0,2,0
0.034570194,35,0,0.486962086,6250.0,10,0,2,0,0.0,0,0,0,0,0
0.095400196,49,0,0.222461798,10666.0,5,0,2,0,2.0,0,0,0,3,0
0.184002222,26,0,0.730718954,764.0,3,0,0,0,0.0,0,0,0,0,0
0.192648111,81,1,0.610888957,3250.0,10,0,1,0,0.0,0,0,0,-1,0
0.02124755,58,2,0.003147565,5400.0,6,0,0,0,0.0,0,0,0,-1,0
0.575946493,57,1,0.504210715,5580.0,9,0,1,0,1.0,0,0,0,-1,0
0.870956358,28,1,0.103633298,6522.0,9,0,0,2,0.0,0,1,1,-1,1
0.436723628,64,0,0.367454311,10833.0,12,0,2,0,0.0,0,0,0,0,0
0.522041944,40,0,0.151461679,17000.0,4,0,2,0,4.0,0,0,0,-1,0
0.9999999,34,0,0.246076722,4587.0,5,0,1,0,1.0,0,0,0,2,0
0.04472998,37,1,0.328206706,3250.0,16,0,1,0,3.0,0,0,0,-1,0
0.017292999,76,0,0.002285497,10500.0,9,0,0,0,0.0,0,0,0,0,0
0.040139197,54,0,1597.0,5400.0,10,0,1,0,0.0,0,0,0,0,0
0.024758279,69,0,0.170365927,5000.0,10,0,1,0,0.0,0,0,0,0,0
0.970215694,41,1,0.295989393,6033.0,7,0,0,0,0.0,0,0,0,-1,0
0.441477554,47,0,0.3027726,8583.0,11,0,2,0,1.0,0,0,0,2,0
0.068335636,39,0,0.517102263,5700.0,9,0,1,0,1.0,0,0,0,2,0
0.08690957,68,0,0.247128881,4701.0,8,0,1,0,0.0,0,0,0,0,0
0.152047644,43,0,0.044198056,6583.0,7,0,0,0,0.0,0,0,0,0,0
0.020381389,77,0,0.021496417,6000.0,6,0,0,0,0.0,0,0,0,0,0
0.314503254,43,0,0.302126886,5500.0,7,0,1,0,3.0,0,0,0,1,0
0.732441312,49,0,1092.0,5400.0,8,0,1,0,1.0,0,0,0,-1,0
0.977707006,41,1,0.294676331,4000.0,6,1,1,0,2.0,0,1,1,-1,1
0.016743699,74,0,0.003999333,6000.0,7,0,0,0,0.0,0,0,0,0,0
0.957228089,44,0,1.082799282,3900.0,5,3,1,1,3.0,0,1,1,-1,1
0.077165488,48,0,0.655362648,6162.0,24,0,2,0,1.0,0,0,0,-1,0
0.004403045,78,0,174.0,5400.0,10,0,1,0,0.0,0,0,0,0,0
0.0,51,0,0.078706658,4700.0,5,0,0,0,1.0,0,0,0,2,0
0.002473972,35,0,2769.0,5400.0,2,0,1,0,1.0,0,0,0,-1,0
0.541352643,63,1,4206.0,5400.0,7,0,1,1,0.0,1,1,0,-1,1
0.077613943,60,0,2475.0,5400.0,10,0,2,0,0.0,0,0,0,0,0
0.00860487,76,0,12.0,5400.0,7,0,0,0,0.0,0,0,0,0,0
0.691207337,65,0,2047.0,5400.0,10,0,0,0,1.0,0,0,0,-1,0
0.0,30,1,0.227912932,3123.0,8,0,0,0,4.0,0,0,0,-1,0
0.968187602,26,0,0.228944655,2908.0,3,0,0,0,0.0,0,0,0,0,0
